# #pts: 65889; ranges: 61,71
0,2,61
1,9,63
2,41,67
3,47,68
4,45,68
5,25,65
6,30,66
7,46,68
8,27,66
9,27,65
10,27,65
11,34,67
12,32,66
13,9,63
14,46,68
15,9,63
16,44,68
17,22,65
18,26,65
19,31,66
20,26,65
21,26,65
22,22,65
23,26,65
24,53,69
25,48,68
26,32,66
27,53,69
28,56,69
29,14,63
30,43,68
31,13,63
32,52,69
33,20,64
34,7,62
35,18,63
36,9,62
37,23,65
38,1,60
39,14,63
40,1,60
41,12,62
42,26,65
43,25,65
44,27,66
45,35,67
46,38,67
47,28,66
48,42,68
49,49,69
50,0,60
51,51,69
52,15,64
53,53,69
54,51,68
55,33,66
56,38,67
57,1,59
58,36,67
59,9,63
60,29,66
61,55,69
62,46,68
63,16,64
64,36,67
65,43,68
66,36,67
67,35,67
68,35,67
69,40,67
70,41,67
71,34,66
72,47,68
73,57,69
74,38,67
75,53,69
76,57,69
77,34,66
78,7,63
79,41,68
80,32,66
81,50,69
82,45,68
83,53,69
84,54,69
85,52,69
86,56,69
87,27,65
88,49,68
89,8,62
90,44,68
91,38,67
92,40,67
93,35,67
94,40,67
95,0,60
96,2,61
97,37,67
98,1,61
99,3,62
100,3,61
101,3,61
102,32,66
103,2,61
104,1,61
105,0,60
106,54,69
107,0,58
108,55,69
109,46,68
110,41,68
111,42,68
112,42,68
113,5,60
114,35,66
115,43,68
116,41,67
117,42,68
118,54,69
119,52,69
120,17,64
121,39,67
122,47,68
123,47,68
124,49,68
125,25,65
126,26,65
127,30,66
128,28,66
129,33,66
130,49,68
131,47,68
132,37,67
133,28,66
134,43,68
135,22,65
136,33,66
137,0,56
138,2,60
139,2,60
140,45,68
141,18,64
142,26,65
143,31,66
144,28,66
145,31,66
146,39,67
147,36,67
148,14,63
149,47,68
150,44,68
151,44,68
152,38,67
153,34,67
154,33,66
155,29,66
156,45,68
157,30,66
158,46,68
159,49,68
160,48,68
161,0,60
162,36,67
163,0,60
164,46,68
165,49,68
166,47,68
167,1,61
168,21,65
169,32,66
170,1,61
171,4,62
172,3,62
173,40,67
174,40,67
175,18,64
176,41,67
177,50,69
178,22,64
179,49,68
180,48,68
181,54,69
182,48,68
183,53,69
184,13,63
185,47,68
186,47,68
187,28,65
188,30,66
189,49,68
190,39,67
191,45,68
192,31,66
193,48,68
194,36,67
195,6,62
196,5,61
197,0,60
198,1,59
199,42,68
200,38,67
201,45,68
202,50,68
203,53,69
204,15,63
205,19,64
206,18,64
207,25,65
208,34,66
209,6,62
210,23,65
211,10,61
212,36,67
213,39,67
214,23,65
215,43,68
216,39,67
217,36,66
218,1,61
219,39,67
220,20,64
221,20,64
222,40,67
223,36,67
224,36,67
225,42,67
226,12,63
227,57,69
228,21,64
229,50,69
230,40,67
231,14,63
232,41,68
233,50,69
234,26,65
235,31,66
236,34,66
237,37,67
238,30,66
239,28,65
240,35,67
241,37,67
242,40,67
243,2,61
244,36,67
245,40,67
246,31,66
247,41,67
248,52,69
249,5,61
250,0,60
251,4,62
252,31,65
253,39,67
254,18,64
255,0,57
256,44,68
257,49,68
258,35,66
259,41,67
260,40,67
261,6,61
262,44,68
263,27,65
264,32,66
265,43,68
266,24,65
267,16,64
268,21,65
269,25,65
270,37,67
271,26,66
272,33,66
273,31,66
274,35,67
275,49,68
276,22,65
277,8,62
278,30,66
279,19,63
280,0,56
281,13,63
282,27,65
283,32,66
284,14,63
285,39,67
286,13,63
287,31,66
288,1,61
289,25,64
290,7,62
291,51,69
292,45,68
293,55,69
294,47,68
295,37,67
296,46,68
297,2,61
298,49,68
299,35,67
300,46,68
301,37,67
302,33,66
303,19,65
304,4,61
305,3,61
306,2,61
307,32,66
308,37,67
309,31,66
310,21,65
311,12,63
312,23,65
313,22,65
314,21,64
315,0,59
316,38,67
317,35,67
318,36,67
319,30,66
320,35,67
321,48,68
322,50,69
323,40,67
324,24,65
325,25,65
326,24,65
327,15,63
328,1,59
329,23,65
330,0,60
331,18,64
332,35,67
333,32,66
334,37,67
335,11,63
336,35,67
337,47,68
338,42,68
339,1,61
340,28,66
341,37,67
342,37,67
343,44,68
344,44,68
345,48,68
346,49,68
347,58,69
348,0,59
349,50,68
350,21,64
351,42,68
352,37,67
353,14,63
354,41,67
355,30,66
356,42,67
357,5,61
358,41,67
359,15,63
360,1,61
361,0,59
362,22,64
363,16,64
364,16,64
365,46,68
366,51,68
367,4,62
368,16,63
369,0,60
370,12,63
371,30,66
372,45,68
373,32,66
374,27,65
375,3,61
376,2,61
377,4,61
378,0,60
379,1,60
380,22,65
381,12,63
382,1,61
383,11,62
384,0,60
385,10,63
386,13,63
387,0,56
388,15,64
389,6,62
390,1,60
391,19,64
392,0,60
393,20,64
394,0,58
395,20,64
396,8,62
397,18,64
398,23,65
399,18,64
400,25,65
401,23,65
402,11,63
403,16,64
404,16,64
405,1,60
406,11,63
407,7,62
408,1,61
409,25,65
410,20,64
411,19,64
412,16,63
413,0,58
414,45,68
415,31,66
416,3,61
417,45,68
418,16,63
419,45,68
420,55,69
421,50,69
422,46,68
423,38,67
424,45,68
425,51,69
426,49,68
427,28,65
428,48,68
429,26,65
430,49,68
431,26,65
432,21,65
433,32,66
434,23,65
435,31,66
436,27,65
437,28,66
438,48,68
439,13,63
440,26,65
441,7,63
442,5,62
443,41,67
444,48,68
445,42,67
446,38,67
447,28,65
448,24,65
449,15,63
450,21,65
451,53,69
452,38,67
453,5,61
454,49,68
455,31,66
456,38,67
457,46,68
458,36,67
459,31,66
460,39,67
461,42,67
462,11,63
463,47,68
464,42,68
465,22,65
466,21,64
467,40,67
468,31,66
469,31,66
470,37,67
471,41,67
472,34,67
473,37,67
474,36,67
475,44,68
476,47,68
477,6,62
478,52,69
479,16,63
480,41,67
481,7,62
482,44,68
483,34,66
484,55,69
485,52,69
486,1,59
487,38,67
488,32,66
489,50,68
490,42,68
491,38,67
492,0,59
493,33,66
494,49,68
495,41,67
496,13,63
497,6,62
498,21,64
499,51,69
500,37,67
501,47,68
502,29,66
503,25,65
504,40,67
505,12,63
506,52,69
507,47,68
508,49,68
509,24,65
510,36,67
511,14,63
512,26,66
513,56,69
514,21,65
515,15,63
516,35,67
517,14,64
518,28,66
